id,type,publication_id,label,title,year,journal_id,journal_name,cited_by_count
publication:W2077791698,publication,W2077791698,The Pricing of Options and Corporate Liabilities,The Pricing of Options and Corporate Liabilities,1973,S95323914,Journal of Political Economy,29262
publication:W2109469951,publication,W2109469951,The Strength of Weak Ties,The Strength of Weak Ties,1973,S122471516,American Journal of Sociology,38141
publication:W2052853635,publication,W2052853635,Apoptosis: A Basic Biological Phenomenon with Wideranging Implications in Tissue Kinetics,Apoptosis: A Basic Biological Phenomenon with Wideranging Implications in Tissue Kinetics,1972,S62966998,British Journal of Cancer,15577
publication:W2042492216,publication,W2042492216,Electrochemical Photolysis of Water at a Semiconductor Electrode,Electrochemical Photolysis of Water at a Semiconductor Electrode,1972,S137773608,Nature,33337
publication:W2116404316,publication,W2116404316,"Estimation of the Concentration of Low-Density Lipoprotein Cholesterol in Plasma, Without Use of the Preparative Ultracentrifuge","Estimation of the Concentration of Low-Density Lipoprotein Cholesterol in Plasma, Without Use of the Preparative Ultracentrifuge",1972,S139212996,Clinical Chemistry,32330
publication:W1546783991,publication,W1546783991,Experiments in molecular genetics,Experiments in molecular genetics,1972,name:без журнала,Без журнала,27820
publication:W2083926174,publication,W2083926174,Optical Constants of the Noble Metals,Optical Constants of the Noble Metals,1972,S4210208989,"Physical review. B, Solid state",19641
publication:W3147894994,publication,W3147894994,Regression Models and Life-Tables,Regression Models and Life-Tables,1972,S145009937,Journal of the Royal Statistical Society Series B (Statistical Methodology),39007
publication:W2046412723,publication,W2046412723,Self—Consistent Molecular Orbital Methods. XII. Further Extensions of Gaussian—Type Basis Sets for Use in Molecular Orbital Studies of Organic Molecules,Self—Consistent Molecular Orbital Methods. XII. Further Extensions of Gaussian—Type Basis Sets for Use in Molecular Orbital Studies of Organic Molecules,1972,S77047749,The Journal of Chemical Physics,15602
publication:W2136022845,publication,W2136022845,The assessment and analysis of handedness: The Edinburgh inventory,The assessment and analysis of handedness: The Edinburgh inventory,1971,S165368631,Neuropsychologia,36522
publication:W2100837269,publication,W2100837269,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,1970,S137773608,Nature,251343
publication:W1736209534,publication,W1736209534,Determining Sample Size for Research Activities,Determining Sample Size for Research Activities,1970,S176831015,Educational and Psychological Measurement,17807
publication:W2131773668,publication,W2131773668,EFFICIENT CAPITAL MARKETS: A REVIEW OF THEORY AND EMPIRICAL WORK*,EFFICIENT CAPITAL MARKETS: A REVIEW OF THEORY AND EMPIRICAL WORK*,1970,S5353659,The Journal of Finance,15660
publication:W1607171655,publication,W1607171655,Manual for the State-Trait Anxiety Inventory,Manual for the State-Trait Anxiety Inventory,1970,name:без журнала,Без журнала,25355
publication:W2033904036,publication,W2033904036,River flow forecasting through conceptual models part I — A discussion of principles,River flow forecasting through conceptual models part I — A discussion of principles,1970,S55737203,Journal of Hydrology,23796
publication:W2148941593,publication,W2148941593,The calculation of small molecular interactions by the differences of separate total energies. Some procedures with reduced errors,The calculation of small molecular interactions by the differences of separate total energies. Some procedures with reduced errors,1970,S204809294,Molecular Physics,21840
publication:W2156109180,publication,W2156109180,"The Market for ""Lemons"": Quality Uncertainty and the Market Mechanism","The Market for ""Lemons"": Quality Uncertainty and the Market Mechanism",1970,S203860005,The Quarterly Journal of Economics,22391
publication:W2016260972,publication,W2016260972,A profile refinement method for nuclear and magnetic structures,A profile refinement method for nuclear and magnetic structures,1969,S79162954,Journal of Applied Crystallography,17085
publication:W2128529067,publication,W2128529067,Assessment of Older People: Self-Maintaining and Instrumental Activities of Daily Living,Assessment of Older People: Self-Maintaining and Instrumental Activities of Daily Living,1969,S130337233,The Gerontologist,18392
publication:W1720881856,publication,W1720881856,Attachment and Loss,Attachment and Loss,1969,name:без журнала,Без журнала,17085
publication:W1546962148,publication,W1546962148,Biometry: The Principles and Practice of Statistics in Biological Research,Biometry: The Principles and Practice of Statistics in Biological Research,1969,name:без журнала,Без журнала,21138
publication:W2178225550,publication,W2178225550,Investigating Causal Relations by Econometric Models and Cross-spectral Methods,Investigating Causal Relations by Econometric Models and Cross-spectral Methods,1969,S95464858,Econometrica,22641
publication:W1625660792,publication,W1625660792,The Reliability of Molecular Weight Determinations by Dodecyl Sulfate-Polyacrylamide Gel Electrophoresis,The Reliability of Molecular Weight Determinations by Dodecyl Sulfate-Polyacrylamide Gel Electrophoresis,1969,S140251998,Journal of Biological Chemistry,20338
publication:W2752853835,publication,W2752853835,The Art of Computer Programming,The Art of Computer Programming,1968,name:без журнала,Без журнала,16213
publication:W2329395632,publication,W2329395632,The Discovery of Grounded Theory: Strategies for Qualitative Research.,The Discovery of Grounded Theory: Strategies for Qualitative Research.,1968,S130611943,Social Forces,46617
publication:W2146691185,publication,W2146691185,The Discovery of Grounded Theory; Strategies for Qualitative Research,The Discovery of Grounded Theory; Strategies for Qualitative Research,1968,S57227388,Nursing Research,38872
publication:W2226396244,publication,W2226396244,The Tragedy of the Commons,The Tragedy of the Commons,1968,S3880285,Science,22743
publication:W2122111042,publication,W2122111042,Nearest neighbor pattern classification,Nearest neighbor pattern classification,1967,S4502562,IEEE Transactions on Information Theory,15768
publication:W2127218421,publication,W2127218421,Some methods for classification and analysis of multivariate observations,Some methods for classification and analysis of multivariate observations,1967,S4406923043,Defense Technical Information Center (DTIC),22824
publication:W2073506374,publication,W2073506374,The Social Construction of Reality: A Treatise in the Sociology of Knowledge.,The Social Construction of Reality: A Treatise in the Sociology of Knowledge.,1967,S157620343,American Sociological Review,16591
publication:W2136931384,publication,W2136931384,Antibiotic Susceptibility Testing by a Standardized Single Disk Method,Antibiotic Susceptibility Testing by a Standardized Single Disk Method,1966,S15871148,American Journal of Clinical Pathology,18332
publication:W2100826189,publication,W2100826189,Generalized expectancies for internal versus external control of reinforcement.,Generalized expectancies for internal versus external control of reinforcement.,1966,S2764583119,The Psychological Monographs,21830
publication:W2120062331,publication,W2120062331,Handbook of Mathematical Functions,Handbook of Mathematical Functions,1966,S38866342,American Journal of Physics,40903
publication:W2282054059,publication,W2282054059,"Methods in Enzymology , Vol","Methods in Enzymology , Vol",1966,name:без журнала,Без журнала,26162
publication:W2171074980,publication,W2171074980,A Simplex Method for Function Minimization,A Simplex Method for Function Minimization,1965,S44643521,The Computer Journal,28716
publication:W2465692541,publication,W2465692541,Akufo and Ibarapa,Akufo and Ibarapa,1965,S49861241,The Lancet,16878
publication:W2168745915,publication,W2168745915,An analysis of variance test for normality (complete samples),An analysis of variance test for normality (complete samples),1965,S172180718,Biometrika,19020
publication:W2114004260,publication,W2114004260,Colorimetry of Total Phenolics with Phosphomolybdic-Phosphotungstic Acid Reagents,Colorimetry of Total Phenolics with Phosphomolybdic-Phosphotungstic Acid Reagents,1965,S14903550,American Journal of Enology and Viticulture,23898
publication:W4211007335,publication,W4211007335,Fuzzy sets,Fuzzy sets,1965,S4210192454,Information and Control,65456
publication:W2801179766,publication,W2801179766,"Handbook of Mathematical Functions with Formulas, Graphs, and Mathematical Tables","Handbook of Mathematical Functions with Formulas, Graphs, and Mathematical Tables",1965,S985303,Technometrics,16499
